timestamp_ms,sample_sequence,accel_raw_x,accel_raw_y,accel_raw_z,gyro_raw_x,gyro_raw_y,gyro_raw_z,mag_raw_x,mag_raw_y,mag_raw_z,accel_boat_x,accel_boat_y,accel_boat_z,gyro_boat_x,gyro_boat_y,gyro_boat_z,mag_boat_x,mag_boat_y,mag_boat_z,mag_corrected_x,mag_corrected_y,mag_corrected_z,mag_magnitude,dmp_q0,dmp_q1,dmp_q2,dmp_q3,dmp_roll_deg,dmp_pitch_deg,dmp_heading_deg,compass_heading_deg,fusion_heading_deg,output_heading_deg,rate_of_turn_deg_s,active_heading_source,heading_quality,rejection_flags,dmp_sample_age_ms,fifo_error_count,sensor_error_count
10400,104,0,0,1,0,0,12,-12.5557,-18.0653,45,0,0,1,0,0,12,-12.5557,-18.0653,45,-12.5557,-18.0653,45,50.0899,0.463296,0,0,0.886204,0,0,124.8,235.2,125.998,125.998,12,software_9axis_fusion,2,65,0,0,0
10500,105,0,0,1,0,0,12,-12.9313,-17.7984,45,0,0,1,0,0,12,-12.9313,-17.7984,45,-12.9313,-17.7984,45,50.0899,0.45399,0,0,0.891007,0,0,126,234,127.198,127.198,12,software_9axis_fusion,2,65,0,0,0
10600,106,0,0,1,0,0,12,-13.3012,-17.5237,45,0,0,1,0,0,12,-13.3012,-17.5237,45,-13.3012,-17.5237,45,50.0899,0.444635,0,0,0.895712,0,0,127.2,232.8,128.398,128.398,12,software_9axis_fusion,2,65,0,0,0
10700,107,0,0,1,0,0,12,-13.6653,-17.2413,45,0,0,1,0,0,12,-13.6653,-17.2413,45,-13.6653,-17.2413,45,50.0899,0.435231,0,0,0.900319,0,0,128.4,231.6,129.598,129.598,12,software_9axis_fusion,2,65,0,0,0
10800,108,0,0,1,0,0,12,-14.0233,-16.9513,45,0,0,1,0,0,12,-14.0233,-16.9513,45,-14.0233,-16.9513,45,50.0899,0.425779,0,0,0.904827,0,0,129.6,230.4,130.798,130.798,12,software_9axis_fusion,2,65,0,0,0
10900,109,0,0,1,0,0,12,-14.3753,-16.6539,45,0,0,1,0,0,12,-14.3753,-16.6539,45,-14.3753,-16.6539,45,50.0899,0.416281,0,0,0.909236,0,0,130.8,229.2,131.998,131.998,12,software_9axis_fusion,2,65,0,0,0
11000,110,0,0,1,0,0,12,-14.7209,-16.3492,45,0,0,1,0,0,12,-14.7209,-16.3492,45,-14.7209,-16.3492,45,50.0899,0.406737,0,0,0.913545,0,0,132,228,133.198,133.198,12,software_9axis_fusion,2,65,0,0,0
11100,111,0,0,1,0,0,12,-15.06,-16.0373,45,0,0,1,0,0,12,-15.06,-16.0373,45,-15.06,-16.0373,45,50.0899,0.397148,0,0,0.917755,0,0,133.2,226.8,134.398,134.398,12,software_9axis_fusion,2,65,0,0,0
11200,112,0,0,1,0,0,12,-15.3926,-15.7184,45,0,0,1,0,0,12,-15.3926,-15.7184,45,-15.3926,-15.7184,45,50.0899,0.387516,0,0,0.921863,0,0,134.4,225.6,135.598,135.598,12,software_9axis_fusion,2,65,0,0,0
11300,113,0,0,1,0,0,12,-15.7184,-15.3926,45,0,0,1,0,0,12,-15.7184,-15.3926,45,-15.7184,-15.3926,45,50.0899,0.377841,0,0,0.925871,0,0,135.6,224.4,136.798,136.798,12,software_9axis_fusion,2,65,0,0,0
11400,114,0,0,1,0,0,12,-16.0373,-15.06,45,0,0,1,0,0,12,-16.0373,-15.06,45,-16.0373,-15.06,45,50.0899,0.368125,0,0,0.929776,0,0,136.8,223.2,137.998,137.998,12,software_9axis_fusion,2,65,0,0,0
11500,115,0,0,1,0,0,12,-16.3492,-14.7209,45,0,0,1,0,0,12,-16.3492,-14.7209,45,-16.3492,-14.7209,45,50.0899,0.358368,0,0,0.93358,0,0,138,222,139.198,139.198,12,software_9axis_fusion,2,65,0,0,0
11600,116,0,0,1,0,0,12,-16.6539,-14.3753,45,0,0,1,0,0,12,-16.6539,-14.3753,45,-16.6539,-14.3753,45,50.0899,0.348572,0,0,0.937282,0,0,139.2,220.8,140.398,140.398,12,software_9axis_fusion,2,65,0,0,0
11700,117,0,0,1,0,0,12,-16.9513,-14.0233,45,0,0,1,0,0,12,-16.9513,-14.0233,45,-16.9513,-14.0233,45,50.0899,0.338738,0,0,0.940881,0,0,140.4,219.6,141.598,141.598,12,software_9axis_fusion,2,65,0,0,0
11800,118,0,0,1,0,0,12,-17.2413,-13.6653,45,0,0,1,0,0,12,-17.2413,-13.6653,45,-17.2413,-13.6653,45,50.0899,0.328867,0,0,0.944376,0,0,141.6,218.4,142.798,142.798,12,software_9axis_fusion,2,65,0,0,0
11900,119,0,0,1,0,0,12,-17.5237,-13.3012,45,0,0,1,0,0,12,-17.5237,-13.3012,45,-17.5237,-13.3012,45,50.0899,0.318959,0,0,0.947768,0,0,142.8,217.2,143.998,143.998,12,software_9axis_fusion,2,65,0,0,0
12000,120,0,0,1,0,0,12,-17.7984,-12.9313,45,0,0,1,0,0,12,-17.7984,-12.9313,45,-17.7984,-12.9313,45,50.0899,0.309017,0,0,0.951057,0,0,144,216,145.198,145.198,12,software_9axis_fusion,2,65,0,0,0
12100,121,0,0,1,0,0,12,-18.0653,-12.5557,45,0,0,1,0,0,12,-18.0653,-12.5557,45,-18.0653,-12.5557,45,50.0899,0.299041,0,0,0.95424,0,0,145.2,214.8,146.398,146.398,12,software_9axis_fusion,2,65,0,0,0
12200,122,0,0,1,0,0,12,-18.3243,-12.1746,45,0,0,1,0,0,12,-18.3243,-12.1746,45,-18.3243,-12.1746,45,50.0899,0.289032,0,0,0.957319,0,0,146.4,213.6,147.598,147.598,12,software_9axis_fusion,2,65,0,0,0
12300,123,0,0,1,0,0,12,-18.5752,-11.7882,45,0,0,1,0,0,12,-18.5752,-11.7882,45,-18.5752,-11.7882,45,50.0899,0.278991,0,0,0.960294,0,0,147.6,212.4,148.798,148.798,12,software_9axis_fusion,2,65,0,0,0
12400,124,0,0,1,0,0,12,-18.818,-11.3966,45,0,0,1,0,0,12,-18.818,-11.3966,45,-18.818,-11.3966,45,50.0899,0.26892,0,0,0.963163,0,0,148.8,211.2,149.998,149.998,12,software_9axis_fusion,2,65,0,0,0
12500,125,0,0,1,0,0,12,-19.0526,-11,45,0,0,1,0,0,12,-19.0526,-11,45,-19.0526,-11,45,50.0899,0.258819,0,0,0.965926,0,0,150,210,151.198,151.198,12,software_9axis_fusion,2,65,0,0,0
12600,126,0,0,1,0,0,12,-19.2787,-10.5986,45,0,0,1,0,0,12,-19.2787,-10.5986,45,-19.2787,-10.5986,45,50.0899,0.24869,0,0,0.968583,0,0,151.2,208.8,152.398,152.398,12,software_9axis_fusion,2,65,0,0,0
12700,127,0,0,1,0,0,12,-19.4965,-10.1925,45,0,0,1,0,0,12,-19.4965,-10.1925,45,-19.4965,-10.1925,45,50.0899,0.238533,0,0,0.971134,0,0,152.4,207.6,153.598,153.598,12,software_9axis_fusion,2,65,0,0,0
12800,128,0,0,1,0,0,12,-19.7057,-9.78197,45,0,0,1,0,0,12,-19.7057,-9.78197,45,-19.7057,-9.78197,45,50.0899,0.228351,0,0,0.973579,0,0,153.6,206.4,154.798,154.798,12,software_9axis_fusion,2,65,0,0,0
12900,129,0,0,1,0,0,12,-19.9062,-9.36714,45,0,0,1,0,0,12,-19.9062,-9.36714,45,-19.9062,-9.36714,45,50.0899,0.218143,0,0,0.975917,0,0,154.8,205.2,155.998,155.998,12,software_9axis_fusion,2,65,0,0,0
13000,130,0,0,1,0,0,12,-20.098,-8.94821,45,0,0,1,0,0,12,-20.098,-8.94821,45,-20.098,-8.94821,45,50.0899,0.207912,0,0,0.978148,0,0,156,204,157.198,157.198,12,software_9axis_fusion,2,65,0,0,0
13100,131,0,0,1,0,0,12,-20.281,-8.52534,45,0,0,1,0,0,12,-20.281,-8.52534,45,-20.281,-8.52534,45,50.0899,0.197657,0,0,0.980271,0,0,157.2,202.8,158.398,158.398,12,software_9axis_fusion,2,65,0,0,0
13200,132,0,0,1,0,0,12,-20.4551,-8.09874,45,0,0,1,0,0,12,-20.4551,-8.09874,45,-20.4551,-8.09874,45,50.0899,0.187381,0,0,0.982287,0,0,158.4,201.6,159.598,159.598,12,software_9axis_fusion,2,65,0,0,0
13300,133,0,0,1,0,0,12,-20.6202,-7.66859,45,0,0,1,0,0,12,-20.6202,-7.66859,45,-20.6202,-7.66859,45,50.0899,0.177085,0,0,0.984196,0,0,159.6,200.4,160.798,160.798,12,software_9axis_fusion,2,65,0,0,0
13400,134,0,0,1,0,0,12,-20.7763,-7.23507,45,0,0,1,0,0,12,-20.7763,-7.23507,45,-20.7763,-7.23507,45,50.0899,0.166769,0,0,0.985996,0,0,160.8,199.2,161.998,161.998,12,software_9axis_fusion,2,65,0,0,0
13500,135,0,0,1,0,0,12,-20.9232,-6.79837,45,0,0,1,0,0,12,-20.9232,-6.79837,45,-20.9232,-6.79837,45,50.0899,0.156434,0,0,0.987688,0,0,162,198,163.198,163.198,12,software_9axis_fusion,2,65,0,0,0
13600,136,0,0,1,0,0,12,-21.061,-6.3587,45,0,0,1,0,0,12,-21.061,-6.3587,45,-21.061,-6.3587,45,50.0899,0.146083,0,0,0.989272,0,0,163.2,196.8,164.398,164.398,12,software_9axis_fusion,2,65,0,0,0
13700,137,0,0,1,0,0,12,-21.1896,-5.91624,45,0,0,1,0,0,12,-21.1896,-5.91624,45,-21.1896,-5.91624,45,50.0899,0.135716,0,0,0.990748,0,0,164.4,195.6,165.598,165.598,12,software_9axis_fusion,2,65,0,0,0
13800,138,0,0,1,0,0,12,-21.3088,-5.47118,45,0,0,1,0,0,12,-21.3088,-5.47118,45,-21.3088,-5.47118,45,50.0899,0.125333,0,0,0.992115,0,0,165.6,194.4,166.798,166.798,12,software_9axis_fusion,2,1,0,0,0
13900,139,0,0,1,0,0,12,-21.4187,-5.02372,45,0,0,1,0,0,12,-21.4187,-5.02372,45,-21.4187,-5.02372,45,50.0899,0.114937,0,0,0.993373,0,0,166.8,193.2,167.998,167.998,12,software_9axis_fusion,2,1,0,0,0
14000,140,0,0,1,0,0,12,-21.5192,-4.57406,45,0,0,1,0,0,12,-21.5192,-4.57406,45,-21.5192,-4.57406,45,50.0899,0.104528,0,0,0.994522,0,0,168,192,169.198,169.198,12,software_9axis_fusion,2,0,0,0,0
14100,141,0,0,1,0,0,12,-21.6103,-4.12239,45,0,0,1,0,0,12,-21.6103,-4.12239,45,-21.6103,-4.12239,45,50.0899,0.0941083,0,0,0.995562,0,0,169.2,190.8,170.398,170.398,12,software_9axis_fusion,2,0,0,0,0
14200,142,0,0,1,0,0,12,-21.6919,-3.66891,45,0,0,1,0,0,12,-21.6919,-3.66891,45,-21.6919,-3.66891,45,50.0899,0.0836778,0,0,0.996493,0,0,170.4,189.6,171.598,171.598,12,software_9axis_fusion,2,0,0,0,0
14300,143,0,0,1,0,0,12,-21.764,-3.21383,45,0,0,1,0,0,12,-21.764,-3.21383,45,-21.764,-3.21383,45,50.0899,0.0732382,0,0,0.997314,0,0,171.6,188.4,172.798,172.798,12,software_9axis_fusion,2,0,0,0,0
14400,144,0,0,1,0,0,12,-21.8265,-2.75733,45,0,0,1,0,0,12,-21.8265,-2.75733,45,-21.8265,-2.75733,45,50.0899,0.0627905,0,0,0.998027,0,0,172.8,187.2,173.998,173.998,12,software_9axis_fusion,2,0,0,0,0
14500,145,0,0,1,0,0,12,-21.8795,-2.29963,45,0,0,1,0,0,12,-21.8795,-2.29963,45,-21.8795,-2.29963,45,50.0899,0.052336,0,0,0.99863,0,0,174,186,175.198,175.198,12,software_9axis_fusion,2,0,0,0,0
14600,146,0,0,1,0,0,12,-21.9228,-1.84091,45,0,0,1,0,0,12,-21.9228,-1.84091,45,-21.9228,-1.84091,45,50.0899,0.0418757,0,0,0.999123,0,0,175.2,184.8,176.398,176.398,12,software_9axis_fusion,2,0,0,0,0
14700,147,0,0,1,0,0,12,-21.9566,-1.38139,45,0,0,1,0,0,12,-21.9566,-1.38139,45,-21.9566,-1.38139,45,50.0899,0.0314108,0,0,0.999507,0,0,176.4,183.6,177.598,177.598,12,software_9axis_fusion,2,0,0,0,0
14800,148,0,0,1,0,0,12,-21.9807,-0.921264,45,0,0,1,0,0,12,-21.9807,-0.921264,45,-21.9807,-0.921264,45,50.0899,0.0209424,0,0,0.999781,0,0,177.6,182.4,178.798,178.798,12,software_9axis_fusion,2,0,0,0,0
14900,149,0,0,1,0,0,12,-21.9952,-0.460733,45,0,0,1,0,0,12,-21.9952,-0.460733,45,-21.9952,-0.460733,45,50.0899,0.0104718,0,0,0.999945,0,0,178.8,181.2,179.998,179.998,12,software_9axis_fusion,2,0,0,0,0
15000,150,0,0,1,0,0,12,-22,-2.69422e-15,45,0,0,1,0,0,12,-22,-2.69422e-15,45,-22,-2.69422e-15,45,50.0899,6.12323e-17,0,0,1,0,0,180,180,181.198,181.198,12,software_9axis_fusion,2,0,0,0,0
15100,151,0,0,1,0,0,12,-21.9952,0.460733,45,0,0,1,0,0,12,-21.9952,0.460733,45,-21.9952,0.460733,45,50.0899,-0.0104718,-0,0,0.999945,0,0,181.2,178.8,182.398,182.398,12,software_9axis_fusion,2,0,0,0,0
15200,152,0,0,1,0,0,12,-21.9807,0.921264,45,0,0,1,0,0,12,-21.9807,0.921264,45,-21.9807,0.921264,45,50.0899,-0.0209424,-0,0,0.999781,0,0,182.4,177.6,183.598,183.598,12,software_9axis_fusion,2,0,0,0,0
15300,153,0,0,1,0,0,12,-21.9566,1.38139,45,0,0,1,0,0,12,-21.9566,1.38139,45,-21.9566,1.38139,45,50.0899,-0.0314108,-0,0,0.999507,0,0,183.6,176.4,184.798,184.798,12,software_9axis_fusion,2,0,0,0,0
15400,154,0,0,1,0,0,12,-21.9228,1.84091,45,0,0,1,0,0,12,-21.9228,1.84091,45,-21.9228,1.84091,45,50.0899,-0.0418757,-0,0,0.999123,0,0,184.8,175.2,185.998,185.998,12,software_9axis_fusion,2,0,0,0,0
15500,155,0,0,1,0,0,12,-21.8795,2.29963,45,0,0,1,0,0,12,-21.8795,2.29963,45,-21.8795,2.29963,45,50.0899,-0.052336,-0,0,0.99863,0,0,186,174,187.198,187.198,12,software_9axis_fusion,2,0,0,0,0
15600,156,0,0,1,0,0,12,-21.8265,2.75733,45,0,0,1,0,0,12,-21.8265,2.75733,45,-21.8265,2.75733,45,50.0899,-0.0627905,-0,0,0.998027,0,0,187.2,172.8,188.398,188.398,12,software_9axis_fusion,2,0,0,0,0
15700,157,0,0,1,0,0,12,-21.764,3.21383,45,0,0,1,0,0,12,-21.764,3.21383,45,-21.764,3.21383,45,50.0899,-0.0732382,-0,0,0.997314,0,0,188.4,171.6,189.598,189.598,12,software_9axis_fusion,2,0,0,0,0
15800,158,0,0,1,0,0,12,-21.6919,3.66891,45,0,0,1,0,0,12,-21.6919,3.66891,45,-21.6919,3.66891,45,50.0899,-0.0836778,-0,0,0.996493,0,0,189.6,170.4,190.798,190.798,12,software_9axis_fusion,2,0,0,0,0
15900,159,0,0,1,0,0,12,-21.6103,4.12239,45,0,0,1,0,0,12,-21.6103,4.12239,45,-21.6103,4.12239,45,50.0899,-0.0941083,-0,0,0.995562,0,0,190.8,169.2,191.998,191.998,12,software_9axis_fusion,2,0,0,0,0
16000,160,0,0,1,0,0,12,-21.5192,4.57406,45,0,0,1,0,0,12,-21.5192,4.57406,45,-21.5192,4.57406,45,50.0899,-0.104528,-0,0,0.994522,0,0,192,168,193.198,193.198,12,software_9axis_fusion,2,0,0,0,0
16100,161,0,0,1,0,0,12,-21.4187,5.02372,45,0,0,1,0,0,12,-21.4187,5.02372,45,-21.4187,5.02372,45,50.0899,-0.114937,-0,0,0.993373,0,0,193.2,166.8,194.398,194.398,12,software_9axis_fusion,2,0,0,0,0
16200,162,0,0,1,0,0,12,-21.3088,5.47118,45,0,0,1,0,0,12,-21.3088,5.47118,45,-21.3088,5.47118,45,50.0899,-0.125333,-0,0,0.992115,0,0,194.4,165.6,195.598,195.598,12,software_9axis_fusion,2,0,0,0,0
16300,163,0,0,1,0,0,12,-21.1896,5.91624,45,0,0,1,0,0,12,-21.1896,5.91624,45,-21.1896,5.91624,45,50.0899,-0.135716,-0,0,0.990748,0,0,195.6,164.4,196.798,196.798,12,software_9axis_fusion,2,65,0,0,0
16400,164,0,0,1,0,0,12,-21.061,6.3587,45,0,0,1,0,0,12,-21.061,6.3587,45,-21.061,6.3587,45,50.0899,-0.146083,-0,0,0.989272,0,0,196.8,163.2,197.998,197.998,12,software_9axis_fusion,2,65,0,0,0
16500,165,0,0,1,0,0,12,-20.9232,6.79837,45,0,0,1,0,0,12,-20.9232,6.79837,45,-20.9232,6.79837,45,50.0899,-0.156434,-0,0,0.987688,0,0,198,162,199.198,199.198,12,software_9axis_fusion,2,65,0,0,0
16600,166,0,0,1,0,0,12,-20.7763,7.23507,45,0,0,1,0,0,12,-20.7763,7.23507,45,-20.7763,7.23507,45,50.0899,-0.166769,-0,0,0.985996,0,0,199.2,160.8,200.398,200.398,12,software_9axis_fusion,2,65,0,0,0
16700,167,0,0,1,0,0,12,-20.6202,7.66859,45,0,0,1,0,0,12,-20.6202,7.66859,45,-20.6202,7.66859,45,50.0899,-0.177085,-0,0,0.984196,0,0,200.4,159.6,201.598,201.598,12,software_9axis_fusion,2,65,0,0,0
16800,168,0,0,1,0,0,12,-20.4551,8.09874,45,0,0,1,0,0,12,-20.4551,8.09874,45,-20.4551,8.09874,45,50.0899,-0.187381,-0,0,0.982287,0,0,201.6,158.4,202.798,202.798,12,software_9axis_fusion,2,65,0,0,0
16900,169,0,0,1,0,0,12,-20.281,8.52534,45,0,0,1,0,0,12,-20.281,8.52534,45,-20.281,8.52534,45,50.0899,-0.197657,-0,0,0.980271,0,0,202.8,157.2,203.998,203.998,12,software_9axis_fusion,2,65,0,0,0
17000,170,0,0,1,0,0,12,-20.098,8.94821,45,0,0,1,0,0,12,-20.098,8.94821,45,-20.098,8.94821,45,50.0899,-0.207912,-0,0,0.978148,0,0,204,156,205.198,205.198,12,software_9axis_fusion,2,65,0,0,0
17100,171,0,0,1,0,0,12,-19.9062,9.36714,45,0,0,1,0,0,12,-19.9062,9.36714,45,-19.9062,9.36714,45,50.0899,-0.218143,-0,0,0.975917,0,0,205.2,154.8,206.398,206.398,12,software_9axis_fusion,2,65,0,0,0
17200,172,0,0,1,0,0,12,-19.7057,9.78197,45,0,0,1,0,0,12,-19.7057,9.78197,45,-19.7057,9.78197,45,50.0899,-0.228351,-0,0,0.973579,0,0,206.4,153.6,207.598,207.598,12,software_9axis_fusion,2,65,0,0,0
17300,173,0,0,1,0,0,12,-19.4965,10.1925,45,0,0,1,0,0,12,-19.4965,10.1925,45,-19.4965,10.1925,45,50.0899,-0.238533,-0,0,0.971134,0,0,207.6,152.4,208.798,208.798,12,software_9axis_fusion,2,65,0,0,0
17400,174,0,0,1,0,0,12,-19.2787,10.5986,45,0,0,1,0,0,12,-19.2787,10.5986,45,-19.2787,10.5986,45,50.0899,-0.24869,-0,0,0.968583,0,0,208.8,151.2,209.998,209.998,12,software_9axis_fusion,2,65,0,0,0
17500,175,0,0,1,0,0,12,-19.0526,11,45,0,0,1,0,0,12,-19.0526,11,45,-19.0526,11,45,50.0899,-0.258819,-0,0,0.965926,0,0,210,150,211.198,211.198,12,software_9axis_fusion,2,65,0,0,0
17600,176,0,0,1,0,0,12,-18.818,11.3966,45,0,0,1,0,0,12,-18.818,11.3966,45,-18.818,11.3966,45,50.0899,-0.26892,-0,0,0.963163,0,0,211.2,148.8,212.398,212.398,12,software_9axis_fusion,2,65,0,0,0
17700,177,0,0,1,0,0,12,-18.5752,11.7882,45,0,0,1,0,0,12,-18.5752,11.7882,45,-18.5752,11.7882,45,50.0899,-0.278991,-0,0,0.960294,0,0,212.4,147.6,213.598,213.598,12,software_9axis_fusion,2,65,0,0,0
17800,178,0,0,1,0,0,12,-18.3243,12.1746,45,0,0,1,0,0,12,-18.3243,12.1746,45,-18.3243,12.1746,45,50.0899,-0.289032,-0,0,0.957319,0,0,213.6,146.4,214.798,214.798,12,software_9axis_fusion,2,65,0,0,0
17900,179,0,0,1,0,0,12,-18.0653,12.5557,45,0,0,1,0,0,12,-18.0653,12.5557,45,-18.0653,12.5557,45,50.0899,-0.299041,-0,0,0.95424,0,0,214.8,145.2,215.998,215.998,12,software_9axis_fusion,2,65,0,0,0
18000,180,0,0,1,0,0,12,-17.7984,12.9313,45,0,0,1,0,0,12,-17.7984,12.9313,45,-17.7984,12.9313,45,50.0899,-0.309017,-0,0,0.951057,0,0,216,144,217.198,217.198,12,software_9axis_fusion,2,65,0,0,0
18100,181,0,0,1,0,0,12,-17.5237,13.3012,45,0,0,1,0,0,12,-17.5237,13.3012,45,-17.5237,13.3012,45,50.0899,-0.318959,-0,0,0.947768,0,0,217.2,142.8,218.398,218.398,12,software_9axis_fusion,2,65,0,0,0
18200,182,0,0,1,0,0,12,-17.2413,13.6653,45,0,0,1,0,0,12,-17.2413,13.6653,45,-17.2413,13.6653,45,50.0899,-0.328867,-0,0,0.944376,0,0,218.4,141.6,219.598,219.598,12,software_9axis_fusion,2,65,0,0,0
18300,183,0,0,1,0,0,12,-16.9513,14.0233,45,0,0,1,0,0,12,-16.9513,14.0233,45,-16.9513,14.0233,45,50.0899,-0.338738,-0,0,0.940881,0,0,219.6,140.4,220.798,220.798,12,software_9axis_fusion,2,65,0,0,0
18400,184,0,0,1,0,0,12,-16.6539,14.3753,45,0,0,1,0,0,12,-16.6539,14.3753,45,-16.6539,14.3753,45,50.0899,-0.348572,-0,0,0.937282,0,0,220.8,139.2,221.998,221.998,12,software_9axis_fusion,2,65,0,0,0
18500,185,0,0,1,0,0,12,-16.3492,14.7209,45,0,0,1,0,0,12,-16.3492,14.7209,45,-16.3492,14.7209,45,50.0899,-0.358368,-0,0,0.93358,0,0,222,138,223.198,223.198,12,software_9axis_fusion,2,65,0,0,0
18600,186,0,0,1,0,0,12,-16.0373,15.06,45,0,0,1,0,0,12,-16.0373,15.06,45,-16.0373,15.06,45,50.0899,-0.368125,-0,0,0.929776,0,0,223.2,136.8,224.398,224.398,12,software_9axis_fusion,2,65,0,0,0
18700,187,0,0,1,0,0,12,-15.7184,15.3926,45,0,0,1,0,0,12,-15.7184,15.3926,45,-15.7184,15.3926,45,50.0899,-0.377841,-0,0,0.925871,0,0,224.4,135.6,225.598,225.598,12,software_9axis_fusion,2,65,0,0,0
18800,188,0,0,1,0,0,12,-15.3926,15.7184,45,0,0,1,0,0,12,-15.3926,15.7184,45,-15.3926,15.7184,45,50.0899,-0.387516,-0,0,0.921863,0,0,225.6,134.4,226.798,226.798,12,software_9axis_fusion,2,65,0,0,0
18900,189,0,0,1,0,0,12,-15.06,16.0373,45,0,0,1,0,0,12,-15.06,16.0373,45,-15.06,16.0373,45,50.0899,-0.397148,-0,0,0.917755,0,0,226.8,133.2,227.998,227.998,12,software_9axis_fusion,2,65,0,0,0
19000,190,0,0,1,0,0,12,-14.7209,16.3492,45,0,0,1,0,0,12,-14.7209,16.3492,45,-14.7209,16.3492,45,50.0899,-0.406737,-0,0,0.913545,0,0,228,132,229.198,229.198,12,software_9axis_fusion,2,65,0,0,0
19100,191,0,0,1,0,0,12,-14.3753,16.6539,45,0,0,1,0,0,12,-14.3753,16.6539,45,-14.3753,16.6539,45,50.0899,-0.416281,-0,0,0.909236,0,0,229.2,130.8,230.398,230.398,12,software_9axis_fusion,2,65,0,0,0
19200,192,0,0,1,0,0,12,-14.0233,16.9513,45,0,0,1,0,0,12,-14.0233,16.9513,45,-14.0233,16.9513,45,50.0899,-0.425779,-0,0,0.904827,0,0,230.4,129.6,231.598,231.598,12,software_9axis_fusion,2,65,0,0,0
19300,193,0,0,1,0,0,12,-13.6653,17.2413,45,0,0,1,0,0,12,-13.6653,17.2413,45,-13.6653,17.2413,45,50.0899,-0.435231,-0,0,0.900319,0,0,231.6,128.4,232.798,232.798,12,software_9axis_fusion,2,65,0,0,0
19400,194,0,0,1,0,0,12,-13.3012,17.5237,45,0,0,1,0,0,12,-13.3012,17.5237,45,-13.3012,17.5237,45,50.0899,-0.444635,-0,0,0.895712,0,0,232.8,127.2,233.998,233.998,12,software_9axis_fusion,2,65,0,0,0
19500,195,0,0,1,0,0,12,-12.9313,17.7984,45,0,0,1,0,0,12,-12.9313,17.7984,45,-12.9313,17.7984,45,50.0899,-0.45399,-0,0,0.891007,0,0,234,126,235.198,235.198,12,software_9axis_fusion,2,65,0,0,0
19600,196,0,0,1,0,0,12,-12.5557,18.0653,45,0,0,1,0,0,12,-12.5557,18.0653,45,-12.5557,18.0653,45,50.0899,-0.463296,-0,0,0.886204,0,0,235.2,124.8,236.398,236.398,12,software_9axis_fusion,2,65,0,0,0
19700,197,0,0,1,0,0,12,-12.1746,18.3243,45,0,0,1,0,0,12,-12.1746,18.3243,45,-12.1746,18.3243,45,50.0899,-0.472551,-0,0,0.881303,0,0,236.4,123.6,237.598,237.598,12,software_9axis_fusion,2,65,0,0,0
19800,198,0,0,1,0,0,12,-11.7882,18.5752,45,0,0,1,0,0,12,-11.7882,18.5752,45,-11.7882,18.5752,45,50.0899,-0.481754,-0,0,0.876307,0,0,237.6,122.4,238.798,238.798,12,software_9axis_fusion,2,65,0,0,0
19900,199,0,0,1,0,0,12,-11.3966,18.818,45,0,0,1,0,0,12,-11.3966,18.818,45,-11.3966,18.818,45,50.0899,-0.490904,-0,0,0.871214,0,0,238.8,121.2,239.998,239.998,12,software_9axis_fusion,2,65,0,0,0
20000,200,0,0,1,0,0,12,-11,19.0526,45,0,0,1,0,0,12,-11,19.0526,45,-11,19.0526,45,50.0899,-0.5,-0,0,0.866025,0,0,240,120,241.198,241.198,12,software_9axis_fusion,2,65,0,0,0
20100,201,0,0,1,0,0,12,-10.5986,19.2787,45,0,0,1,0,0,12,-10.5986,19.2787,45,-10.5986,19.2787,45,50.0899,-0.509041,-0,0,0.860742,0,0,241.2,118.8,242.398,242.398,12,software_9axis_fusion,2,65,0,0,0
20200,202,0,0,1,0,0,12,-10.1925,19.4965,45,0,0,1,0,0,12,-10.1925,19.4965,45,-10.1925,19.4965,45,50.0899,-0.518027,-0,0,0.855364,0,0,242.4,117.6,243.598,243.598,12,software_9axis_fusion,2,65,0,0,0
20300,203,0,0,1,0,0,12,-9.78197,19.7057,45,0,0,1,0,0,12,-9.78197,19.7057,45,-9.78197,19.7057,45,50.0899,-0.526956,-0,0,0.849893,0,0,243.6,116.4,244.798,244.798,12,software_9axis_fusion,2,65,0,0,0
20400,204,0,0,1,0,0,12,-9.36714,19.9062,45,0,0,1,0,0,12,-9.36714,19.9062,45,-9.36714,19.9062,45,50.0899,-0.535827,-0,0,0.844328,0,0,244.8,115.2,245.998,245.998,12,software_9axis_fusion,2,65,0,0,0
20500,205,0,0,1,0,0,12,-8.94821,20.098,45,0,0,1,0,0,12,-8.94821,20.098,45,-8.94821,20.098,45,50.0899,-0.544639,-0,0,0.838671,0,0,246,114,247.198,247.198,12,software_9axis_fusion,2,65,0,0,0
20600,206,0,0,1,0,0,12,-8.52534,20.281,45,0,0,1,0,0,12,-8.52534,20.281,45,-8.52534,20.281,45,50.0899,-0.553392,-0,0,0.832921,0,0,247.2,112.8,248.398,248.398,12,software_9axis_fusion,2,65,0,0,0
20700,207,0,0,1,0,0,12,-8.09874,20.4551,45,0,0,1,0,0,12,-8.09874,20.4551,45,-8.09874,20.4551,45,50.0899,-0.562083,-0,0,0.827081,0,0,248.4,111.6,249.598,249.598,12,software_9axis_fusion,2,65,0,0,0
